attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
False,,,17:00,,,,,17:00,False,True,full_bar,False,,False,aSyKLZQmswlAdJbb8tASeA,False,,17:00,False,"['Restaurants', 'Italian']",True,17:00,La Piazza,True,False,,,,,,2,False,False,,,24,,EDH,True,23:30,False,False,True,"97-99 Shandwick Place
West End
Edinburgh EH2 4SD",23:30,,False,,,True,17:00,,False,False,23:30,no,True,Edinburgh,,,4.0,,business,,False,55.9489837,True,,-3.2105431,23:30,,23:30,23:30,True,False,,,,,False,,True,,,,,17:00,quiet,,casual,,True,['West End'],,False,,False
,,,12:00,,,,,12:00,,False,,,,,7ELa0-tY-4ZS33p3BlS3Zg,,,12:00,,"['Chinese', 'Restaurants']",True,12:00,Rainbow Arch Restaurant,,,,,,,,,,,,,5,,EDH,True,03:00,,,,"8-16a Morrison Street
West End
Edinburgh EH3 8BJ",00:00,,,,,,12:00,,,False,00:00,no,True,Edinburgh,,,3.5,,business,,,55.9459778,,,-3.2065095,03:00,,03:00,03:00,True,,12:00,,,,,03:00,,,,,,12:00,,,casual,,,['West End'],,,,
False,,,17:30,,,,,17:30,False,False,full_bar,False,,False,yxvh7Hi4OwTiNqEjCMBvXQ,False,,17:30,False,"['Chinese', 'Restaurants']",True,,Chop Chop,True,False,,,,,,2,False,False,,,53,,EDH,True,22:00,False,False,True,"248 Morrison Street
West End
Edinburgh EH3 8DT",22:00,,False,,,True,17:00,,False,True,22:00,no,True,Edinburgh,,,3.5,,business,False,False,55.946272,True,,-3.2148268,,,22:00,22:00,True,False,17:00,,,,False,22:00,True,,,,,17:30,average,,casual,,True,['West End'],,False,,False
,,,12:00,,,,,12:00,,,,,,,xAArbabj2BbaICPR8mz7fg,,,12:00,,"['Chinese', 'Restaurants']",,,Lune Town Cantonese Restaurant,,,,,,,,2,,,,,3,,EDH,,00:00,,,True,"38 William Street
West End
Edinburgh EH3 7LJ",22:30,,,,,True,17:00,,,,22:30,,True,Edinburgh,,,4.5,,business,,,55.9485465,,,-3.2140621,,,22:30,00:00,,,16:00,,,,,23:00,,,,,,12:00,,,,,,['West End'],,,,
,,,15:00,,,,,12:00,False,,,,,,OgjJVba804PoalvsmH6o4Q,,,15:00,False,"['Restaurants', 'Italian']",True,15:00,La Rusticana,,,,,,,,1,False,,,,5,,EDH,True,14:00,False,,,"25-27 Cockburn Street
Old Town
Edinburgh EH1 1BP",23:00,,False,,,True,,,,False,23:00,,False,Edinburgh,,,3.0,,business,,,55.9506713,False,,-3.1901483,23:00,,23:00,,True,,,,,,,,,,,,,15:00,,,casual,,True,"['Old Town', 'Royal Mile']",,,,
,,,16:30,,,,,16:30,,,,,,False,S7RqCplads-Pvqb2k19yew,,,16:30,,"['Fast Food', 'Restaurants']",,,Ocean Spice,True,,,,,,,1,,False,,,3,,EDH,True,00:00,,False,True,"Annfield
Leith
Edinburgh EH6 4JF",23:00,,,,,,16:30,,,True,23:00,,True,Edinburgh,,,4.5,,business,,,55.9800274,,,-3.1907712,,,23:00,00:00,,,16:30,,,,,23:00,,,,,,16:30,,,,,,['Leith'],,,,
,,,,,,,,,,,,,,,9syifaJhqBK_R1KfeGHvYw,,,,,"['Fast Food', 'Restaurants']",,,108 Chinese Take Away,,,,,,,,,,,,,3,,EDH,,,,,,"108 Portobello High Street
Edinburgh EH15 1AL",,,,,,,,,,,,,True,Edinburgh,,,5.0,,business,,,55.9539589,,,-3.1157249,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,16:30,,,,,16:30,False,False,none,,,False,WBMQbW19_xH2zoUjAzIAAQ,,,16:30,False,"['Fast Food', 'Restaurants']",False,16:30,Goodwill Chinese Carryout,False,,,,,,,1,False,False,,,6,,EDH,True,01:00,False,False,True,"6 Newington Road
Newington
Edinburgh EH9 1QS",00:00,,False,,,False,16:30,,,True,00:00,,True,Edinburgh,True,,3.0,,business,,,55.938933,False,,-3.1796128,00:00,,00:00,01:00,True,False,16:30,,,,,00:00,,,,,,16:30,,,casual,,True,['Newington'],,,,
False,,,17:00,,,,,17:00,False,False,none,False,,False,Nom2-t7jSD4RvbsgnxaP3Q,False,,17:00,False,"['Chinese', 'Restaurants']",True,17:00,Good Year Chinese Restaurant,False,False,,,,,,1,False,False,,,6,,EDH,True,00:00,False,False,True,"62 Ratcliffe Terrace
Edinburgh EH9 1ST",23:00,,False,,,True,17:00,,False,False,23:00,no,True,Edinburgh,False,,3.5,,business,False,False,55.9335593,False,,-3.1781417,23:00,,23:00,00:00,True,False,17:00,,,,False,23:00,False,,False,,,17:00,average,,casual,,True,[],,False,,False
,,,10:00,,,,,10:00,False,,full_bar,,,,purbk_ktXTO5nJZSPkCgCQ,,,10:00,False,"['Pizza', 'Restaurants']",,10:00,Mamma's Pizzeria,,,,,,,,,False,,,,6,,QC,True,01:00,False,,True,"75 Des Pins Avenue W
Plateau-Mont-Royal
Montr茅al, QC H2W",00:00,,False,,,,10:00,,,True,22:00,,True,Montr茅al,,,3.0,,business,,,45.5142908,False,,-73.5759106,22:00,,22:00,01:00,True,,10:00,,,,True,22:00,,,,,,10:00,,,casual,,True,['Plateau-Mont-Royal'],,,,
,,,11:30,,,,,11:30,,,none,,,,ZNVicGnKfP-52Kxv8jOpiQ,,,11:30,,"['Fast Food', 'Restaurants']",,11:30,Take It Away Spud,,,,,,,,1,,,,,3,,EDH,False,22:30,,,,"31 North West Circus Place
New Town
Edinburgh EH3 6TP",22:30,,,,,,16:00,,,,22:30,,True,Edinburgh,,,4.5,,business,,,55.9573715,,,-3.2072803,22:30,,22:30,22:00,,,16:00,,,,,22:00,,,,,,11:30,,,,,False,['New Town'],,,,
,,,17:00,,,,,17:00,False,False,none,,,False,SRj_dgdfa8l8yprClGIhrg,,,17:00,False,"['Fast Food', 'Restaurants']",False,,Hung Lam,False,,,,,,,1,False,False,,,7,,EDH,False,01:00,False,False,True,"96 South Clerk Street
Newington
Edinburgh EH8 9PT",00:00,,False,,,False,17:00,,,True,00:00,,True,Edinburgh,False,,4.0,,business,,,55.9393512,False,,-3.179831,,,00:00,01:00,True,False,17:00,,,,,00:00,,,,,,17:00,,,casual,,True,['Newington'],,,,
False,,,10:30,,,,,10:30,False,False,none,False,,False,6RsqA11RGj_tyUvMoDdnCA,False,,10:30,False,"['Fast Food', 'Restaurants']",False,10:30,KFC,False,False,,,,,,1,False,False,,,11,,EDH,True,23:00,False,False,True,"36 Nicolson Street
Newington
Edinburgh EH8 9DT",23:00,,False,,,False,10:30,,False,False,23:00,free,True,Edinburgh,,,3.5,,business,False,False,55.9458773,False,,-3.1844573,23:00,,23:00,23:00,True,False,10:30,,,,False,23:00,False,,,False,,10:30,loud,,casual,,True,['Newington'],,False,,False
,,,17:00,,,,,17:00,,,,,,,YBIM76tvxivszpDX51dkOA,,,17:00,,"['Fast Food', 'Restaurants']",,17:00,Saiyems Take Away,,,,,,,,,,,,,3,,EDH,,00:00,,,,"386 Gorgie Road
Edinburgh EH11 2RQ",11:00,,,,,,17:00,,,,11:00,,True,Edinburgh,,,4.5,,business,,,55.9365647,,,-3.2405072,11:00,,11:00,00:00,,,17:00,,,,,11:00,,,,,,17:00,,,,,,[],,,,
,,,,,,,,,False,False,,,,,k_1cVKOGI1T-gqIE4Z4sdw,,,,False,"['Restaurants', 'Italian']",True,,Regale Ristorante Italiano,,,,,,,,2,False,,,,7,,NV,True,,False,,False,"3850 Las Vegas Blvd S
The Strip
Las Vegas, NV 89119",,,False,,,,,,,,,,False,Las Vegas,,,2.5,,business,,,36.098909,False,,-115.175557,,,,,False,,,,,,,,,,,,,,,,dressy,,False,['The Strip'],,,,
False,,,,,,,,,False,False,none,False,,True,T6dbW2UuWTKar_22zbbiUw,False,,,True,"['Mexican', 'Restaurants']",False,,Polibertos,False,False,,,,,,1,False,False,,,30,,AZ,True,,False,False,True,"3220 W Bell Rd
Phoenix, AZ 85053",,,False,,,False,,,False,False,,no,True,Phoenix,True,,3.5,,business,False,False,33.6401052,False,,-112.1292664,,,,,True,False,,,,,False,,True,,,,,,quiet,,casual,,True,[],,False,,False
False,,,05:00,,,,,05:00,,True,none,False,,False,xaB8EHpyKKAHLLs5ZcvP7g,False,,05:00,,"['American (Traditional)', 'Restaurants']",False,05:00,McDonald's,False,False,,,,,,1,,False,,,5,,EDH,True,01:00,,False,True,"99 Gorgie Park Road
Edinburgh EH14 1XG",00:00,,,,,False,05:00,,False,False,00:00,free,True,Edinburgh,,,3.0,,business,,False,55.9337012,,,-3.2382349,00:00,,00:00,01:00,True,False,05:00,,,,False,00:00,False,,,,,05:00,average,,dressy,,True,[],,False,,False
,,,,,,,,,False,False,none,False,,False,3UYAEVkrmaSV7D7rny1rzg,False,,,False,"['Fast Food', 'Restaurants']",False,,Sonar Gao,True,False,,,,,,2,False,False,,,3,,EDH,True,,False,False,True,"191 Great Junction Street
Leith
Edinburgh EH6 5LQ",,,False,,,False,,,False,True,,no,True,Edinburgh,True,,5.0,,business,,False,55.9735323,False,,-3.1767817,,,,,True,False,,,,,False,,False,,,False,,,quiet,,casual,,True,['Leith'],,False,,False
,,,16:30,,,,,16:30,False,,,,,,02GXtLDFGbDI3GRvxH_znA,,,16:30,False,"['Fast Food', 'Restaurants']",,16:30,Gili Gulu Chinese Takeaway,,,,,,,,2,False,,,,5,,EDH,True,00:00,False,,True,"57 Clerk Street
Newington
Edinburgh EH8 9JQ",23:00,,False,,,True,16:30,,,True,23:00,,False,Edinburgh,,,4.0,,business,,,55.9418341,False,,-3.1820005,23:00,,23:00,00:00,,,16:30,,,,,23:00,,,,,,16:30,,,,,,['Newington'],,,,
False,,,17:00,,,,,17:00,False,False,beer_and_wine,False,,True,A61mX9Ed_txnw-S9idIdZg,False,,17:00,False,"['Pizza', 'Restaurants']",True,,Dinette,False,False,,,,,,2,False,False,,,117,,PA,True,23:00,False,False,True,"5996 Penn Cir S
Shadyside
Pittsburgh, PA 15206",22:00,,False,,,False,17:00,,True,False,22:00,no,True,Pittsburgh,True,,3.5,,business,False,False,40.4596217,True,,-79.9256028,,,22:00,23:00,True,False,,,,,False,,False,,,,,17:00,average,,casual,,True,['Shadyside'],,False,,False
,,,16:00,,,,,16:00,False,,,,,,1dsO4GdGe7OKrXmd9nfneg,,,16:00,False,"['Fast Food', 'Restaurants']",False,16:00,Bodrum Express,,,,,,,,2,False,,,,4,,EDH,,23:30,False,,,"52-54 Rodney Street
Cannonmills
Edinburgh EH7 4DX",23:30,,False,,,,16:00,,,,23:30,,True,Edinburgh,,,4.0,,business,,,55.9618735,False,,-3.1951642,23:30,,23:30,23:30,True,,16:00,,,,,23:30,,,,,,16:00,,,,,,['Cannonmills'],,,,
,,,,,,,,,,,,,,,TLE7d83pJqOwF6k3jetc4g,,,,,"['Fast Food', 'Restaurants']",,,Kimmy's Takeaway,,,,,,,,,,,,,4,,EDH,,,,,,"175 Dalry Road
Haymarket
Edinburgh EH11 2EB",,,,,,,,,,,,,True,Edinburgh,,,4.0,,business,,,55.9414104,,,-3.2232054,,,,,,,,,,,,,,,,,,,,,casual,,True,['Haymarket'],,,,
,,,17:00,,,,,12:00,False,,beer_and_wine,,,False,foh1piBA9WMJCwhYy_Eb5A,,,17:00,False,"['Restaurants', 'Italian']",True,17:00,Bella Vista,False,,,,,,,2,False,False,,,6,,EDH,True,00:00,False,False,,"23 Edinburgh Rd
South Queensferry EH30 9HR",23:00,,False,,,True,12:00,,,,23:00,,True,South Queensferry,,,4.0,,business,,,55.9898309,False,,-3.3920647,23:00,,23:00,00:00,,False,12:00,,,,,00:00,,,,,,17:00,,,casual,,True,[],,,,
,,,,,,,,,,,,,,,MNvWKHVUD9Kbo39tnDTLHg,,,,,"['Fast Food', 'Restaurants']",,,Ginger Express,,,,,,,,2,,,,,3,,EDH,,,,,,"134 Ferry Road
Leith
Edinburgh EH6 4PQ",,,,,,,,,,,,,True,Edinburgh,,,3.5,,business,,,55.9744586,,,-3.1855785,,,,,,,,,,,,,,,,,,,,,,,,['Leith'],,,,
,,,17:00,,,,,17:00,,,beer_and_wine,,,,iFn4JThr3LYZxgsgDZ4Nww,,,17:00,,"['Restaurants', 'Italian']",True,17:00,La Partenope,,,,,,,,,,,,,7,,EDH,True,23:00,,,,"Dalry Road
Haymarket
Edinburgh EH11 2AX",22:30,,,,,,12:00,,,,22:30,,False,Edinburgh,,,4.0,,business,,,55.942599,,,-3.2214644,22:30,,22:30,23:00,,,,,,,,,,,,,,17:00,,,casual,,,['Haymarket'],,,,
,,,,,,,,,False,False,none,,,,zEqHsS91hOcNTXtm70qQ4w,,,,False,"['Chinese', 'Restaurants']",True,,I-Ching,,,,,,,,2,False,,,,5,,EDH,True,,False,,True,"83 Slateford Road
Edinburgh EH11 1QR",,,False,,,True,,,,True,,,True,Edinburgh,,,2.0,,business,,,55.9339148089,False,,-3.23337969567,,,,,,,,,,,,,,,,,,,,,casual,,,[],,,,
False,,,16:00,,,,,16:00,False,False,none,False,,,lR7GrPsC7V80YSS2dSWHdw,False,,16:00,False,"['Pizza', 'Restaurants']",False,16:00,Piza Pizza,,False,,,,,,1,False,,,,22,,AZ,True,22:30,True,,True,"7047 E McDowell Rd
Scottsdale, AZ 85257",21:30,,False,,,False,16:00,,False,True,21:30,no,True,Scottsdale,,,2.5,,business,True,False,33.4652017,False,,-111.9283532,21:30,,21:30,22:30,True,,,,,,False,,True,,,,,16:00,average,,casual,,True,[],,False,,False
,,,16:00,,,,,16:00,,,,,,,dnW_G3RvkYh-gSV0JEydsA,,,16:00,,"['Fast Food', 'Restaurants']",,16:00,Javit's,,,,,,,,3,,,,,10,,EDH,,01:00,,,,"207-211 West Granton Road
Edinburgh EH5 1PD",00:00,,,,,False,16:00,,,,00:00,,True,Edinburgh,,,4.0,,business,,,55.9785383,,,-3.2321558,00:00,,00:00,01:00,,,,,,,,,,,,,,16:00,,,,,,[],,,,
,,,,,,,,,False,False,none,False,,False,d_JAhjTX4RojS1Bj1uNXGg,False,,,False,"['Fast Food', 'Restaurants']",False,,Happy Palace,False,False,,,,,,1,False,False,,,3,,FIF,False,,False,False,True,"10 High Street
Inverkeithing KY11 1NN",,,False,,,False,,,False,True,,no,True,Inverkeithing,,,4.0,,business,,False,56.0308884,False,,-3.3976019,,,,,True,,,,,,True,,False,,,False,,,quiet,,casual,,True,[],,False,,False
,,,08:00,,,,,08:00,,,,,,,nPWXDDsQdbvPArIwtY4hAQ,,,08:00,,"['Fast Food', 'Restaurants']",,08:00,Wendy's,,,,,,,,1,,,,,3,,EDH,,16:00,,,,"162 Gorgie Road
Edinburgh EH11 2NT",16:00,,,,,,08:00,,,,16:00,,False,Edinburgh,,,3.5,,business,,,55.9380688,,,-3.2321024,16:00,,16:00,16:00,,,08:00,,,,,16:00,,,,,,08:00,,,,,,[],,,,
,,,,,,,,,False,True,beer_and_wine,,,False,muaTVTJ16qL2n5t7jT5kBA,,,,False,"['Pizza', 'Restaurants']",True,,Marino's Philly Pizzeria & Grill,False,,,,,,,2,False,False,,,5,,NC,True,,False,False,True,"16139 Lancaster Hwy
Ballantyne
Charlotte, NC 28277",,,False,,,False,,,,,,,False,Charlotte,True,,2.5,,business,,,35.027589,False,,-80.850792,,,,,True,False,,,,,,,,,,,,,,,casual,,True,['Ballantyne'],,,,
,,,,,,,,,,False,full_bar,False,,,6URo94G7HNmMeUYchlFX7Q,False,,,,"['Restaurants', 'Italian']",,,Caprice Restaurant,,,,,,,,,,,,,8,,ELN,,,,,,"198 High Street
Musselburgh EH21 7DX",,,,,,,,,False,,,,True,Musselburgh,,,4.0,,business,,False,55.9418895,,,-3.0537054,,,,,False,,,,,,,,False,,,,,,average,,,,,[],,False,,False
,,,16:30,,,,,16:30,,,,,,,436HzbOivpoGJ3RlXA783Q,,,16:30,,"['Chinese', 'Restaurants']",,16:30,Chi Wai Chinese Restaurant,,,,,,,,,,,,,3,,EDH,,00:00,,,,"324 Portobello High Street
Edinburgh EH15 2DA",00:00,,,,,,16:30,,,,00:00,,True,Edinburgh,,,4.5,,business,,,55.951167,,,-3.1076262,00:00,,00:00,00:00,,,16:30,,,,,00:00,,,,,,16:30,,,,,,[],,,,
,,,12:00,,,,,12:00,False,False,none,False,,False,urA0ALJ9edifkCgfjdjf9w,False,,12:00,False,"['Fast Food', 'Restaurants']",False,12:00,Potatoland,True,False,,,,,,1,False,False,,,11,,EDH,False,15:00,True,False,True,"82 S Clerk St
Newington
Edinburgh EH8 9PT",19:00,,False,,,False,,,False,False,19:00,no,True,Edinburgh,True,,3.5,,business,,False,55.9396097,True,,-3.1800291,19:00,,19:00,,True,False,,,,,False,,False,,,False,,12:00,average,,casual,,True,['Newington'],,False,,False
False,,,11:00,,,,,11:00,False,False,full_bar,False,,True,kKcniirsMqUd_x0pZEGcWA,False,,11:00,False,"['Mexican', 'Restaurants']",True,11:00,T&T - Tacos and Tequila,False,False,,,,,,2,False,True,,,537,,NV,True,23:00,False,True,True,"Luxor Hotel & Casino
3900 Las Vegas Blvd
The Strip
Las Vegas, NV 89119",23:00,,False,,,True,11:00,,False,False,23:00,no,True,Las Vegas,True,,3.5,,business,False,False,36.0970140729,True,,-115.175894613,23:00,,23:00,23:00,False,False,11:00,,,,True,23:00,True,,,,,11:00,average,,casual,,True,['The Strip'],,False,,False
,,,17:00,,,,,17:00,,,,,,,yS5MXTyFYeD0ipI9vUPIyw,,,17:00,,"['Fast Food', 'Restaurants']",,17:00,Pierinos Take Away Food Shops,,,,,,,,1,,,,,3,,EDH,True,23:30,,,True,"11 Bernard Street
Leith
Edinburgh EH6 6PW",23:30,,,,,,17:00,,,True,23:30,,True,Edinburgh,,,2.5,,business,,,55.9756,,,-3.16739,23:30,,23:30,23:30,,,17:00,,,,,23:30,,,,False,,17:00,,,,,,['Leith'],,,,
,,,,,,,,,,,,,,,bDVNj8USiho2WhQO-bpttw,,,,,"['Fast Food', 'Restaurants']",,,Ruchi Tandoori Takeaway,,,,,,,,,,,,,4,,EDH,,,,,True,"3 London Road
Edinburgh EH7 5AP",,,,,,,,,,,,,True,Edinburgh,,,5.0,,business,,,55.9576912188,,,-3.17136099463,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,17:30,,,,,17:30,False,False,,,,False,FTLOCnLMl1Jeo8uIICLf3g,,,17:30,False,"['Chinese', 'Restaurants']",True,17:30,New Lee On,False,,,,,,,2,False,False,,,6,,EDH,True,00:30,False,False,True,"4-5 Bruntsfield Place
The Meadows
Edinburgh EH10 4HN",00:00,,False,,,True,17:30,,,False,00:00,no,True,Edinburgh,,,3.5,,business,,,55.9400397,False,,-3.2045317,00:00,,00:00,00:30,,False,17:30,,,,,00:00,,,,,,17:30,,,casual,,True,"['The Meadows', 'Bruntsfield']",,,,
False,,,12:00,,,,,12:00,False,False,,False,,False,O0kzMnnv9kgRu5WhuS7bLQ,False,,12:00,False,"['Chinese', 'Restaurants']",True,17:00,Kwok Brasserie,False,False,,,,,,2,False,False,,,4,,EDH,True,23:30,False,False,True,"44 Ratcliffe Terrace
Edinburgh EH9 1ST",23:30,,False,,,False,12:00,,False,True,23:30,no,True,Edinburgh,,,4.5,,business,,False,55.933835,False,,-3.1783672,23:30,,23:30,00:30,True,False,,,,,False,,False,,,,,12:00,average,,casual,,True,[],,False,,False
,,,,,,,,,,False,,,,False,vJSGkGg689R1BziewRFTSw,,,,,"['Fast Food', 'Restaurants']",,,Green Kitchen,False,,,,,,,4,,False,,,8,,EDH,True,,,False,True,"108 Raeburn Place
Stockbridge
Edinburgh EH4 1HH",,,,,,,,,,True,,,True,Edinburgh,,,2.5,,business,,,55.9593279,,,-3.2142644,,,,,,False,,,,,,,,,,,,,,,,,,['Stockbridge'],,,,
,,,,,,,,,False,False,full_bar,,,False,DABHsgUPVizGHtRIo-vL9g,,,,False,"['Chinese', 'Restaurants']",True,,Pine Garden Chinese Restaurant,False,,,,,,,2,False,False,,,7,,EDH,True,,False,False,True,"155 Morningside Road
Morningside
Edinburgh EH10 4AX",,,False,,,,,,,,,,False,Edinburgh,,,3.0,,business,,,55.9294257,False,,-3.2096007,,,,,True,,,,,,False,,,,,,,,quiet,,casual,,False,['Morningside'],,,,
False,,,17:00,,,,,17:00,False,False,beer_and_wine,False,,False,94Ip7RLPpCZ7_RxDhoU8dA,False,,17:00,False,"['Restaurants', 'Italian']",True,17:00,Sambuca Restaurant,True,False,,,,,,2,False,False,,,10,,EDH,True,23:00,False,False,True,"103-105 Causewayside
Newington
Edinburgh EH9 1QG",23:00,,False,,,True,17:00,,False,False,23:00,,True,Edinburgh,,,4.0,,business,,False,55.9375003,False,,-3.1807669,23:00,,23:00,23:00,True,False,17:00,,,,False,23:00,False,,,,,17:00,average,outdoor,casual,,True,['Newington'],,False,,False
False,,,17:00,,,,,17:00,,False,full_bar,False,,False,jwr_Ugjeh8MlbaaKGlWOTQ,False,,17:00,,"['Chinese', 'Restaurants']",True,17:00,Wing Sing Inn,False,False,,,,,,2,,False,,,14,,EDH,True,23:00,,False,True,"147 Dundee St
Edinburgh EH11 1BP",23:00,,,,,True,17:00,,False,True,23:00,,True,Edinburgh,,,3.5,,business,,False,55.9400926,,,-3.2190234,23:00,,23:00,23:00,True,False,17:00,,,,True,23:00,True,,,,,17:00,average,,casual,,True,[],,False,,False
,,,,,,,,,,,,,,False,cRpX86tDZZzUdahDD7Di8w,,,,,"['Pizza', 'Restaurants']",,,Pizza Bazaar,False,,,,,,,4,,False,,,4,,EDH,,,,False,True,"62 Inverleith Row
Goldenacre
Leith
Edinburgh EH3 5PX",,,,,,,,,,True,,,False,Edinburgh,,,5.0,,business,,,55.9709983031,,,-3.20890245042,,,,,,False,,,,,,,,,,,,,,,,,,['Leith'],,,,
,,,05:00,,,,,05:00,False,False,,False,,False,7Flu2oNlKVP0-pH8Zu9qhw,False,,05:00,False,"['Burgers', 'Fast Food', 'Restaurants']",False,05:00,McDonald's,False,False,,,,,,1,False,False,,,8,,EDH,True,00:00,False,False,True,"137 Princes St
New Town
Edinburgh EH2 4BL",00:00,,False,,,False,,,False,False,00:00,,True,Edinburgh,True,,2.5,,business,,False,55.9505043767,False,,-3.20659211213,00:00,,00:00,,True,,05:00,,,,False,03:00,False,,,False,,05:00,loud,,casual,,True,['New Town'],,False,,False
,,,,,,,,,False,False,none,False,,False,IX6io15YU2n8aeU-K3WECA,False,,,False,"['Fast Food', 'Restaurants']",False,,Cinnamon,False,False,,,,,,2,False,False,,,6,,EDH,True,,False,False,True,"249 Portobello High Street
Edinburgh EH15 2AW",,,False,,,False,,,False,,,no,True,Edinburgh,,,4.0,,business,True,False,55.9518769,False,,-3.1110201,,,,,True,,,,,,True,,False,,,False,,,loud,,casual,,True,[],,False,,False
,,,16:30,,,,,16:30,,,,,,,B814vBx8gPrx3qN41MV_uw,,,16:30,,"['Fast Food', 'Restaurants']",,16:30,Rice King,,,,,,,,1,,,,,5,,EDH,,23:00,,,,"11 St Stephen Street
Stockbridge
Edinburgh EH3 5AN",23:00,,,,,,16:30,,,,23:00,,True,Edinburgh,,,4.0,,business,,,55.9576022,,,-3.2073106,23:00,,23:00,23:00,,,16:30,,,,,23:00,,,,,,16:30,,,,,,"['Stockbridge', 'New Town']",,,,
,,,16:30,,,,,16:30,False,False,none,False,,,6zRmrhf8lTFBiTBD5BWyyA,False,,16:30,False,"['Fast Food', 'Restaurants']",False,16:30,Marchmont Takeaway,,,,,,,,1,False,,,,6,,EDH,False,23:00,False,,,"98 Marchmont Road
Marchmont
Edinburgh EH9 1HR",23:00,,False,,,True,16:30,,False,,23:00,,True,Edinburgh,,,3.0,,business,False,False,55.9366205,False,,-3.1948685,23:00,,23:00,23:00,True,,16:30,,,,,23:00,False,,,False,,16:30,,,casual,,,['Marchmont'],,False,,False
False,,,,,,,,,False,True,full_bar,False,,True,evxyizwR-TdqeP-BQINlcA,False,,,False,"['American (Traditional)', 'Restaurants']",True,,Pittsburgh Bottleshop Cafe,False,False,,,,,,2,False,False,,,40,,PA,True,,True,False,True,"1597 Washington Pike
Bridgeville, PA 15017",,,False,,,False,,,False,False,,free,True,Bridgeville,True,,2.5,,business,False,False,40.38267484,True,,-80.0954851247,,,,,False,False,,,,,True,,True,,,,,,very_loud,,casual,,True,[],,False,,False
,,,11:30,,,,,11:30,,,,,,False,DNvflRJEG22HTCDyWgQU0Q,,,11:30,,"['Pizza', 'Restaurants']",,11:30,Pizza Hut,False,,,,,,,2,,False,,,9,,EDH,True,23:00,,False,True,"2 Dundee St
Edinburgh EH11 1AF",22:00,,,,,True,11:30,,,True,22:00,,True,Edinburgh,True,,3.0,,business,,,55.9397683,,,-3.2207978,22:00,,22:00,23:00,True,False,12:00,,,,,22:00,,,,,,11:30,,,dressy,,True,[],,,,
,,,,,,,,,,,,,,,aFnvKdLq7NVA-rx5bNq21Q,,,,,"['Restaurants', 'Italian']",,,Tusitala Grill & Bar,,,,,,,,2,,,,,8,,EDH,True,,,,False,"Fairmilehead
47 Buckstone Terrace
Edinburgh EH10 6QJ",,,,,,True,,,,,,,False,Edinburgh,,,2.5,,business,,,55.905136,,,-3.207228,,,,,True,,,,,,,,,,,,,,,,casual,,True,[],,,,
